Document Name,Collection First Name,Collection Last Name,SLNSW URL (Old),SLNSW URL (New),Original Document Name,Document Description,Author First Name,Author Last Name,Document Type,Start Day,Start Month,Start Year,End Day,End Month,End Year,Transcriber 1,Transcriber 2,Transcriber 3,Transcriber 4,Transcriber 5,Digital Scans Available,Transcription Available (In Catalouge),Included in Data Set,Number of Square Brackets Fixed,Number of Angled Brackets Fixed
Diary_0194,William,Hardy,https://archival.sl.nsw.gov.au/Details/archive/110343320,https://collection.sl.nsw.gov.au/record/nmQdaZVn,document-item-02-william-daniel-hardy-diary-1-january-26-november-1917-node-80434,"Describes work in dressing stations in France, hospitalisation in England for tonsillitis 5 Apr. 1917 and life in camps, including leave in London, Edinburgh and Glasgow 1-25 May 1917 and return to Australia on the Suevic, 28 Sept. 1917, arriving in Melbourne 18 Nov. 1917",William,Hardy,Diary,1,1,1917,26,11,1917,David Lambert,Peter Mayo,,,,TRUE,TRUE,TRUE,0,0
Diary_0195,Charles,Hargreaves,https://archival.sl.nsw.gov.au/Details/archive/110355508,https://collection.sl.nsw.gov.au/record/16AJO5on,document-item-01-charles-hargreaves-diary-4-december-1915-3-february-1916-node-72764,"Describes preparations before leaving 7 Dec. 1915 as part of the Transport for the Western Frontier Force; arriving in the deserted village of Mersa Matruh 15 Dec. 1915; the Senussi Campaign, tribal conflict with the Bedouins near the Tripoli border; execution of a corporal of the camel corps who deserted to the enemy 27 Dec. 1915; outpost duties; the march from Matruh to El Dabaa, arriving 3 Feb. 1916 for entrainment to Alexandria. Includes a description of the contents of the ""billycans"" in Comforts Fund parcels sent from Australia, and a biographical note written in another hand",Charles,Hargreaves,Diary,4,12,1915,3,2,1916,Barbara Manchester,Grahame Bickford,,,,TRUE,TRUE,TRUE,0,0
Diary_0196,Charles,Hargreaves,https://archival.sl.nsw.gov.au/Details/archive/110355509,https://collection.sl.nsw.gov.au/record/9gkdmAv9,document-item-02-charles-hargreaves-diary-6-february-1916-23-march-1918-node-80242,"Describes arriving back in Cairo from the Western Frontier Expedition 1 Feb. 1916, the camp at Zeitoun, embarking on S.S. Manitou, arriving in Marseilles 31 Mar. 1916, marches, billets, bombardments and camps in northern France, becoming ill with influenza Dec. 1916, 10 days leave in England Jan. 1917, return to the front Apr. 1917, events in Steenworde Sept. 1917, leave in England Jan. 1918 and fighting in La Clytte, sector of the Ypres front, 6 Mar. 1918",Charles,Hargreaves,Diary,16,4,1916,23,3,1918,Barbara Manchester,,,,,TRUE,TRUE,TRUE,1,0
Diary_0197,Charles,Hargreaves,https://archival.sl.nsw.gov.au/Details/archive/110355510,https://collection.sl.nsw.gov.au/record/9NaAPObY,document-item-03-charles-hargreaves-diary-1-april-12-november-1918-node-80262,"Includes departure from La Clytte, Belgium for the Somme 6 Apr. 1918, shelling at Amiens, experiences in camp at Sylvestre Cappel in northern France and in reinforcement camp near Peronne before departing for furlough in Australia, travelling by rail across Italy and embarking at Suez on board Port Sydney, 22 Oct. 1918",Charles,Hargreaves,Diary,1,4,1918,12,11,1918,Barbara Manchester,,,,,TRUE,FALSE,TRUE,2,0
Diary_0198,Benjamin,Harris,https://archival.sl.nsw.gov.au/Details/archive/110361798,https://collection.sl.nsw.gov.au/record/9NaAl37Y,document-item-03-benjamin-harris-diary-3-may-1915-5-february-1919-node-80745,Diary of rough notes on which his other two diary-narratives were based,Benjamin,Harris,Diary,3,5,1915,5,2,1919,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0199,Herbert,Harris,https://archival.sl.nsw.gov.au/Details/archive/110356892,https://collection.sl.nsw.gov.au/record/YoldgpQ9,document-item-01-herbert-henry-harris-diary-23-december-1915-4-december-1916-node-130886,"Diary includes voyage from Australia to Egypt on HMAT A29 Suevic, 23 December 1915 (written at end of diary), arrival in Suez 20 Jan. 1916, guard duties on the Suez Canal, marches in the desert, experiences in the Sphinx Post and other trenches, rumours of departure for France, finally departing 19 June 1916 on the Caledonia and arriving in Marseilles 29 June, trench warfare including battles at Fromelles July 1916 and Bapaume Oct. 1916.",Herbert,Harris,Diary,6,9,1915,6,12,1916,Barbara Manchester,Barbara Myles,Allanah Jarman,,,TRUE,TRUE,TRUE,0,0
Diary_0200,Herbert,Harris,https://archival.sl.nsw.gov.au/Details/archive/110356893,https://collection.sl.nsw.gov.au/record/n88EXGLn,document-item-02-herbert-henry-harris-diary-6-december-1916-17-march-1917-node-80266,"Diary describes dugouts, camps and marches, bombardments and trench warfare in the Somme",Herbert,Harris,Diary,6,12,1916,17,3,1917,Barbara Manchester,John Bunt,,,,TRUE,TRUE,TRUE,1,0
Diary_0201,Herbert,Harris,https://archival.sl.nsw.gov.au/Details/archive/110356894,https://collection.sl.nsw.gov.au/record/92eVbMPY,document-item-03-herbert-henry-harris-diary-20-march-1917-1-august-1917-node-80267,"Describes military police duties in the Bapaume area Apr. 1917, the battle at Beaulencourt May 1917, departure from the front 26 May 1917, the troops’ reaction to visit by King George V 12 July 1917, departure for leave in England 25 July 1917. Includes his will, dated 25 Apr. 1917, and folded newscutting (map of Bapaume area)",Herbert,Harris,Diary,20,3,1917,1,8,1917,Barbara Manchester,Betty Smith,,,,TRUE,TRUE,TRUE,0,0
Diary_0202,Herbert,Harris,https://archival.sl.nsw.gov.au/Details/archive/110356895,https://collection.sl.nsw.gov.au/record/nZNvW2Qn,document-item-04-herbert-henry-harris-diary-1-august-1917-31-may-1918-node-80268,"Describes return to France 6 Aug. 1917, severe winter conditions, fighting at the front in Belgium Sept. 1917, return to prisoner escort and camp guard duties 22 Sept., heavy bombardments and gas attacks",Herbert,Harris,Diary,1,8,1917,31,5,1918,Barbara Manchester,June Pettit,Judy Macfarlan,,,TRUE,TRUE,TRUE,0,0
Diary_0203,Herbert,Harris,https://archival.sl.nsw.gov.au/Details/archive/110356897,https://collection.sl.nsw.gov.au/record/9gkdR0D9,document-item-05-herbert-henry-harris-diary-31-may-1918-25-may-1919-node-72765,"Describes military police and camp duties, long marches in mud and rain, battle at Peronne 31 Aug.-1 Sept. 1918, leave in England 11 Sept. 1918, reactions to the armistice 11 Nov. 1918, escort duties and demobilisation activities, description of the impact of the war on French and Belgian civilians 28 Nov. 1918 and voyage from Plymouth 10 Apr. 1919, arriving at Botany Heads 25 May 1919",Herbert,Harris,Diary,31,5,1918,25,5,1919,Peter Craswell,Barbara Manchester,Jean Hart,,,TRUE,TRUE,TRUE,5,0
Diary_0204,Robert,Harris,https://archival.sl.nsw.gov.au/Details/archive/110358828,https://collection.sl.nsw.gov.au/record/94RxLLg1,document-item-01-robert-harris-diary-17-august-1914-3-january-1915-node-80542,"Describes embarking on HMAS Berrima 18 Aug. 1914 for voyage from Sydney to New Guinea, being escorted by the battle cruiser Sydney, arriving in Port Moresby 4 Sept. 1914, with descriptions of the town and its inhabitants, arrival in Herbertshohe as part of the troop reinforcement 11 Sept. and the battle for the wireless station there, route marches, illness with malaria and return to Rabaul 31 Dec. 1914. Includes sketches",Robert,Harris,Diary,17,8,1914,31,12,1914,Rex Minter,Betty Smith,,,,TRUE,TRUE,TRUE,2,0
Diary_0205,Robert,Harris,https://archival.sl.nsw.gov.au/Details/archive/110358831,https://collection.sl.nsw.gov.au/record/YdmdPPN9,document-item-02-robert-harris-diary-24-july-1915-30-march-1916-node-80543,"Diary includes training at Liverpool camp, transfer to the 8th Reinforcements of the 2nd Battalion, embarking on HMAS Runic 2 Aug. 1915 for Suez, arriving 8 Sept. 1915, events in camp at Heliopolis with descriptions of Cairo, embarking on the troopship A30 Borda 21 Oct. 1915 for Gallipoli and front line action there 2 Nov.-13 Dec. 1915, embarking on the troopship Ivernia for France, and arriving in Marseilles 28 Mar. 1916. Includes sketches",Robert,Harris,Diary,24,7,1915,30,3,1916,Judy Gimbert,Patricia Ryan,,,,TRUE,TRUE,TRUE,1,0
Diary_0206,Robert,Harris,https://archival.sl.nsw.gov.au/Details/archive/110358832,https://collection.sl.nsw.gov.au/record/YK5QLLRn,document-item-03-robert-harris-diary-30-march-1916--28-march-1917-node-80544,"Describes billets and marches in northern France and Belgium, training, bombardments, trench warfare and gas attacks. Includes sketches",Robert,Harris,Diary,30,3,1916,28,3,1917,Lynne Frizell,Betty Smith,,,,TRUE,TRUE,TRUE,4,0
Diary_0207,Cyril,Harslett,https://archival.sl.nsw.gov.au/Details/archive/110357396,https://collection.sl.nsw.gov.au/record/16AJXbgn,document-item-01-cyril-harslett-diary-3-june-1915-12-january-1918-node-80834,"Describes the care of horses, and heavy horse casualties on board the Port Macquarie, illness with fever, arriving at Port Said 17 July 1915, experiences at Gallipoli Aug. - Dec. 1915, along the Suez Canal Jan. 1916 - June 1917, rest camp in France June 1917, camps at Perham Downs and Lark Hill, England, July 1917, departure for France 17 Nov. 1917 and action there Nov. 1917- Jan. 1918. Includes drawings of positions at Suvla Bay, Gallipoli",Cyril,Harslett,Diary,3,6,1915,12,1,1918,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0208,Cyril,Harslett,https://archival.sl.nsw.gov.au/Details/archive/110357397,https://collection.sl.nsw.gov.au/record/9gkdRPk9,document-item-02-cyril-harslett-diary-1-january-31-december-1918-node-80765,"Describes billets at Beutin, duties as Battery runner, leaving Beutin 31 Jan. 1918 for Messines, action in France and Belgium including Hollebeke Mar. 1918, Orville, Bonnay Apr. 1918, Hindenburg Line Sept. 1918, being evacuated with malaria, 21 Oct. 1918, leave in England and return to Australia on hospital ship Karoola, 14 Dec. 1918",Cyril,Harslett,Diary,1,1,1918,31,12,1918,Rex Minter,,,,,TRUE,TRUE,TRUE,0,2
Diary_0209,Frank,Hassall,https://archival.sl.nsw.gov.au/Details/archive/110358464,https://collection.sl.nsw.gov.au/record/nmQdp7Pn,document-item-02-frank-middleton-hassall-diary-transcript-18-january-12-october-1915-17-february-1916-6-june-1916-node-80255,A typed transcript of Frank Hassall's diary.,Frank,Hassall,Diary,20,1,1915,6,6,1916,Judy Gimbert,,,,,TRUE,TRUE,TRUE,1,0
Diary_0210,Stanley,Hayne,https://archival.sl.nsw.gov.au/Details/archive/110367278,https://collection.sl.nsw.gov.au/record/9Bv7l2y9,document-item-01-stanley-hayne-diary-13-may-2-november-1916-node-72790,Describes events in France after arriving in June 1916,Stanley,Hayne,Diary,13,5,1916,2,11,1916,Sandra Mutton,,,,,TRUE,TRUE,TRUE,0,0
Diary_0211,Stanley,Hayne,https://archival.sl.nsw.gov.au/Details/archive/110367279,https://collection.sl.nsw.gov.au/record/1wN2Rmxn,document-item-02-stanley-hayne-diary-11-november-1916-25-december-1917-node-72791,"Describes army life, billets and trench warfare in France and Belgium",Stanley,Hayne,Diary,11,11,1916,25,12,1917,John Corbett,,,,,TRUE,TRUE,TRUE,0,0
Diary_0212,Stanley,Hayne,https://archival.sl.nsw.gov.au/Details/archive/110367281,https://collection.sl.nsw.gov.au/record/nX6O54LY,document-item-03-stanley-hayne-diary-26-december-1917-21-august-1919-node-72792,"Describes army life, leave in Paris, embarking on Port Melbourne and arrival in Melbourne 20 Aug. 1919",Stanley,Hayne,Diary,26,12,1917,20,8,1919,Paula Poropat,,,,,TRUE,TRUE,TRUE,0,0
Diary_0213,Arthur,Hellmann,https://archival.sl.nsw.gov.au/Details/archive/110355775,https://collection.sl.nsw.gov.au/record/YdmdrBQ9,document-item-01-arthur-l.-hellmann-diary-17-august-31-december-1914-node-80701,"Describes camp life in Egypt, his duties re the care of horses, exercises and parades",Arthur,Hellmann,Diary,17,8,1914,31,12,1914,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0214,William,Hennell,https://archival.sl.nsw.gov.au/Details/archive/110340498,https://collection.sl.nsw.gov.au/record/9NaA532Y,document-hennell-war-diary-6-october-1916-18-august-1919-w.-t.-a.-hennell-node-80832,"Describes voyage from Sydney to France 6 Oct.-28 Dec. 1916, experiences in France, 28 Dec. 1916-22 May 1919 and voyage back to Sydney",William,Hennell,Diary,6,10,1916,18,8,1919,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0215,Percy,Hodge,https://archival.sl.nsw.gov.au/Details/archive/110336496,https://collection.sl.nsw.gov.au/record/16AJvEgn,document-hodge-war-diary-17-december-1915-6-july-1919-p.-hodge-node-80476,"The diary describes voyage to Egypt on the troopship S.S. Berrima, training camps in Egypt Jan.-Mar. 1916, military action in France and Belgium Mar. 1916-Nov. 1918 including troop movements, enemy bombardments, attachment to telephone staff, observation post duty, offensive on the Somme July 1916, occupation of enemy territory after Armistice Day and return to Sydney May-July 1919 on the Soudan.",Percy,Hodge,Diary,17,12,1915,6,7,1919,Miles Harvey,Chris Nicols,Rex Minter,,,TRUE,TRUE,TRUE,2,0
Diary_0216,William,Holmes,https://archival.sl.nsw.gov.au/Details/archive/110368820,https://collection.sl.nsw.gov.au/record/nmQd6Kxn,document-item-10-general-william-holmes-diary-23-august-1914-22-february-1915-node-80656,"Diary of events in connection with Australian Naval and Military Expedition under command of Colonel William Holmes, D.S.O., V.D. Loose leaf typescript, with single issues of the Government Gazette of the British Administration in German New Guinea inserted.",William,Holmes,Diary,10,8,1914,22,2,1915,,,,,,TRUE,FALSE,TRUE,3,0
Diary_0217,William,Holmes,https://archival.sl.nsw.gov.au/Details/archive/110368859,https://collection.sl.nsw.gov.au/record/nvg8r5E1,document-item-01-colonel-reginald-travers-diary-15-august-1915-19-may-1916-node-80707,"Describes leaving Heliopolis for Alexandria and Anzac Cove, being wounded in both legs 24 Aug. 1915, hospitalisation at 3rd London General Hospital 12 Sept. 1915, leave in London, 16 Mar. 1916, leaving for the front in France, 16 Mar. 1916 and events in the trenches there. Pocket in diary contains photograph of Capt. Guy Manning, Naval and Military Expeditionary Forces, killed at Kawin, German New Guinea, 1915",Reginald,Travers,Diary,15,8,1915,19,5,1916,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0218,William,Holmes,https://archival.sl.nsw.gov.au/Details/archive/110368860,https://collection.sl.nsw.gov.au/record/9PQ8XJqn,document-item-02-colonel-reginald-travers-diary-20-may-31-december-1916-node-80727,"Describes billets, inspections and trench warfare near Poperinghe, Belgium",Reginald,Travers,Diary,20,5,1916,31,12,1916,Lynne Frizell,,,,,TRUE,TRUE,TRUE,0,1
Diary_0219,William,Holmes,https://archival.sl.nsw.gov.au/Details/archive/110368861,https://collection.sl.nsw.gov.au/record/Yr8Rambn,document-item-03-colonel-reginald-travers-diary-1-january-10-october-1917-node-72623,"Describes events at the front line in France, route marches, training, inspections, shelling, leave in Paris 27-31 Jan. 1917, news of the death of General William Holmes near Messines 2 July 1917, attending the funeral, being seconded from the 26th Battalion to command the 2nd Australian Divisional Reinforcements camp, 10 Aug. 1917 and events in Belgium",Reginald,Travers,Diary,1,1,1917,10,10,1917,David Lambert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0220,William,Holmes,https://archival.sl.nsw.gov.au/Details/archive/110368862,https://collection.sl.nsw.gov.au/record/nGm47J5Y,document-item-04-colonel-reginald-travers-diary-11-october-1917-14-february-1918-node-80755,"Describes billets near Steenvoorde, leave in London and Scotland, return to Ypres 1 Nov. 1917, events in the trenches and leave in England Jan.-Feb. 1918",Reginald,Travers,Diary,11,10,1917,14,2,1918,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0221,William,Holmes,https://archival.sl.nsw.gov.au/Details/archive/110368863,https://collection.sl.nsw.gov.au/record/Y0KDAP51,document-item-05-colonel-reginald-travers-diary-15-february-1-august-1918-node-80640,"Describes return to France, events in the camp, Brigade sports, church parades, departure for Steenvoorde Mar. 1918, the trenches at the front line, receiving approval for his return to Australia 6 July 1918 and arriving in London 9 July 1918. Diary includes loose paper with list of those killed or wounded",Reginald,Travers,Diary,15,2,1918,31,7,1918,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0222,Oliver,Holt,https://archival.sl.nsw.gov.au/Details/archive/110344863,https://collection.sl.nsw.gov.au/record/Y0KDp4G1,document-item-01-oliver-l.-s.-holt-diary-29-june-1915-13-december-1915-node-80453,"Diary describes a mutiny over leave while in Port Melbourne, July 1915, events while in charge of the Hospital Unit on the voyage from Melbourne to Egypt, stretcher bearing and hospital duties at Gallipoli, including being wounded by shrapnel and hospitalisation in the 1st A.G.H, Heliopolis, Cairo, Dec. 1915",Oliver,Holt,Diary,4,6,1915,12,12,1915,John Brooker,Margaret Russell,,,,TRUE,TRUE,TRUE,6,0
Diary_0223,Oliver,Holt,https://archival.sl.nsw.gov.au/Details/archive/110341958,https://collection.sl.nsw.gov.au/record/1LjRyqb9,document-item-02-oliver-l.-s.-holt-diary-1-january-1916-23-august-1916-node-80454,"Diary describing discharge from hospital 2 Jan. 1916, experiences at the Prisoner of War Camp at Maadi, Egypt including a riot of Australian soldiers at Tel-el-Kelir 28 July 1916, and a reference to Capt. Earle Page who took charge of the camp. Describes hospital duties, voyage on the ship Franconia from Alexandria to Marseille 2 Aug. 1916, journey by train through France to Le Havre and across the English Channel to Southampton, to Amesbury and then to Parkhouse Camp",Oliver,Holt,Diary,1,1,1916,23,8,1916,Judy Gimbert,Peter Mayo,,,,TRUE,TRUE,TRUE,0,0
Diary_0224,Oliver,Holt,https://archival.sl.nsw.gov.au/Details/archive/110343623,https://collection.sl.nsw.gov.au/record/1kVdRVPn,document-item-03-oliver-l.-s.-holt-diary-24-august-1916-23-march-1917-node-80455,"Diary includes Holt's transfer to No. 2 Command Depot, Weymouth, work in the dispensary, being made Acting Lance Corporal, applying for active service in France and transfer to Parkhouse, Salisbury Plain",Oliver,Holt,Diary,24,8,1916,23,3,1917,Peter Mayo,Trish Barrett,Adrian Bicknell,,,TRUE,TRUE,TRUE,2,0
